1,0,-0,-0.0674424,9.69302e-09,-3.18513e-10,-1.40636e-12,-8.3779e-11,1.05701e-09
0.707107,-0.707107,-0,-0.0519706,0.243911,0.00209686,0.00180763,0.000144306,0.0132693
0.707107,0,-0.707107,-0.0276598,0.00839283,-0.0173165,0.00117161,-0.00238423,0.000278521
0.500001,-0.707106,-0.5,-0.0308915,0.207644,-0.0116878,-0.014846,0.000159137,0.00865573
6.12323e-17,0,-1,9.74601e-05,0.00801493,-0.0223209,0.00196882,-2.66382e-05,3.94727e-05
-4.21205e-07,-0.707107,-0.707106,-0.0027234,0.281116,-0.00495831,-0.0250252,-0.000201022,0.000304829
6.12323e-17,0,1,-3.18513e-10,9.69302e-09,0.0674424,1.05701e-09,-8.3779e-11,1.40636e-12
-1.83697e-16,0,-1,3.18513e-10,9.69302e-09,-0.0674424,-1.05701e-09,-8.3779e-11,-1.40636e-12
-1,0,3.67394e-16,0.0674424,9.69302e-09,3.18513e-10,1.40636e-12,-8.3779e-11,-1.05701e-09
4.32978e-17,-0.707107,0.707107,0.00209686,0.243911,0.0519706,0.0132693,0.000144306,-0.00180763
-1.29893e-16,-0.707107,-0.707107,-0.00209686,0.243911,-0.0519706,-0.0132693,0.000144306,0.00180763
-0.707107,-0.707107,2.59787e-16,0.0519706,0.243911,-0.00209686,-0.00180763,0.000144306,-0.0132693
0.707107,0,0.707107,-0.0173165,0.00839283,0.0276598,0.000278521,-0.00238423,-0.00117161
-0.707107,0,-0.707107,0.0173165,0.00839283,-0.0276598,-0.000278521,-0.00238423,0.00117161
-0.707107,0,0.707107,0.0276598,0.00839283,0.0173165,-0.00117161,-0.00238423,-0.000278521
0.5,-0.707106,0.500001,-0.0116878,0.207644,0.0308915,0.00865573,0.000159137,0.014846
-0.5,-0.707106,-0.500001,0.0116878,0.207644,-0.0308915,-0.00865573,0.000159137,-0.014846
-0.500001,-0.707106,0.5,0.0308915,0.207644,0.0116878,0.014846,0.000159137,-0.00865573
1,0,0,-0.0223209,0.00801493,-9.74601e-05,3.94727e-05,-2.66382e-05,-0.00196882
-1,0,1.22465e-16,0.0223209,0.00801493,9.74601e-05,-3.94727e-05,-2.66382e-05,0.00196882
3.06162e-16,0,1,-9.74601e-05,0.00801493,0.0223209,-0.00196882,-2.66382e-05,-3.94727e-05
0.707106,-0.707107,-4.21205e-07,-0.00495831,0.281116,0.0027234,0.000304829,-0.000201022,0.0250252
-0.707106,-0.707107,4.21205e-07,0.00495831,0.281116,-0.0027234,-0.000304829,-0.000201022,-0.0250252
4.21205e-07,-0.707107,0.707106,0.0027234,0.281116,0.00495831,0.0250252,-0.000201022,-0.000304829
