0.883022,-0.34202,-0.321394,-0.385681,0.326998,-0.306584,0.00089934,-0.00503929,-0.00234481
0.851651,-0.422618,-0.309975,-0.55519,0.40401,-0.268558,0.00969228,-0.00269748,-0.00940329
0.813798,-0.5,-0.296198,-0.526982,0.444216,-0.267714,0.00858581,-0.00247613,-0.0104756
0.769752,-0.573576,-0.280166,-0.499471,0.475104,-0.257646,0.00714084,-0.00240222,-0.00952214
0.719846,-0.642788,-0.262003,-0.466309,0.494237,-0.244664,0.00629934,-0.00270443,-0.00669772
0.604023,-0.766044,-0.219846,-0.38973,0.510552,-0.198183,0.00423708,-0.00324928,-0.000506216
0.538986,-0.819152,-0.196175,-0.355559,0.519415,-0.169193,0.00146258,-0.00214325,0.00349238
0.851651,-0.34202,-0.397131,-0.560929,0.365175,-0.31919,0.0124246,-0.00404559,-0.00899104
0.821394,-0.422618,-0.383022,-0.537758,0.411623,-0.314895,0.011664,-0.00388652,-0.00983563
0.784885,-0.5,-0.365999,-0.512152,0.449361,-0.311948,0.0106854,-0.00298969,-0.0103092
0.742403,-0.573577,-0.346189,-0.502319,0.489991,-0.298343,0.00756693,-0.00204433,-0.010047
0.694272,-0.642788,-0.323745,-0.45952,0.501601,-0.277469,0.00653252,-0.00259706,-0.0068786
0.640856,-0.707107,-0.298836,-0.40809,0.496574,-0.280272,0.00849326,-0.00495047,-0.0052677
0.582563,-0.766044,-0.271654,-0.379273,0.51297,-0.228951,0.00416976,-0.00301982,-0.000517283
0.519837,-0.819152,-0.242404,-0.344581,0.518483,-0.200568,0.0018295,-0.00169794,0.00265975
0.813798,-0.34202,-0.469846,-0.572341,0.392045,-0.371684,0.0144448,-0.0034704,-0.0136604
0.784885,-0.422619,-0.453154,-0.548236,0.437126,-0.363834,0.0128848,-0.00237879,-0.0134373
0.664462,-0.707107,-0.241845,-0.44013,0.525109,-0.306669,0.0153073,0.00928078,-0.00356026
0.664462,-0.707107,-0.241845,-0.44013,0.525109,-0.306669,0.0153073,0.00928078,-0.00356026
0.664462,-0.707107,-0.241845,-0.456528,0.51238,-0.202664,0.00198278,-0.000706128,-0.00179314
0.819152,-0.573576,-0,-0.409941,0.448379,-4.46373e-05,2.16468e-05,-4.86423e-05,-0.0084371
0.707107,-0.707107,-0,-0.457895,0.526465,-0.000121262,1.8171e-05,1.17262e-05,-0.00486909
0.573576,-0.819152,-0,-0.428132,0.513802,-4.17113e-05,3.28939e-05,-2.73228e-05,0.00284829
0.803412,-0.573577,-0.159809,-0.52884,0.471794,-0.146172,0.00391654,-0.00168108,-0.00885935
0.693519,-0.707107,-0.13795,-0.434738,0.496959,-0.140992,0.00499444,-0.00272999,-0.00359786
0.562556,-0.819151,-0.1119,-0.372019,0.523768,-0.095475,0.000806954,-0.00142477,0.00491998
0.756798,-0.573577,-0.313476,-0.513308,0.491339,-0.275542,0.00690197,-0.00281507,-0.010295
0.653281,-0.707107,-0.270598,-0.426047,0.502814,-0.275312,0.00971956,-0.00335964,-0.00513907
0.529914,-0.819153,-0.219498,-0.348478,0.518094,-0.185516,0.00204035,-0.00241456,0.00332604
0.587937,-0.707107,-0.392848,-0.391721,0.497732,-0.32806,0.00772023,-0.00258145,-0.00661335
0.47691,-0.819153,-0.318662,-0.321753,0.512049,-0.250278,0.00200247,-0.00113356,0.000644767
0.579228,-0.573577,-0.579228,-0.419327,0.491054,-0.419528,0.01166,-0.000107277,-0.0116012
0.500001,-0.707106,-0.5,-0.366489,0.502901,-0.365016,0.0070983,0.000137861,-0.00719807
0.627507,-0.642787,-0.439385,-0.431057,0.508502,-0.481348,0.0125943,0.00848747,-0.0063152
0.469846,-0.819152,-0.32899,-0.320298,0.511729,-0.257606,0.00266069,-0.000942218,-9.73532e-05
0.409576,-0.866025,-0.286788,-0.275129,0.506149,-0.216751,0.00109292,-0.000669649,0.00171957
0.346189,-0.906308,-0.242403,-0.230639,0.503765,-0.176385,-0.000501823,-0.000470573,0.00305841
0.280167,-0.939692,-0.196175,-0.183938,0.481138,-0.138485,-0.000595286,-0.000232381,0.00278435
0.212013,-0.965926,-0.148453,-0.136745,0.468352,-0.101251,-0.000744345,-0.000271517,0.0023203
0.586824,-0.642788,-0.492404,-0.411,0.501426,-0.37907,0.00884089,-0.00128574,-0.00925877
0.492404,-0.766044,-0.413176,-0.34721,0.513192,-0.317199,0.00407611,-0.000949535,-0.00355731
0.383023,-0.866025,-0.321394,-0.264211,0.506279,-0.234763,0.00068797,-0.00034653,0.000854905
0.323744,-0.906308,-0.271653,-0.219787,0.503259,-0.192232,-0.00112184,-0.000203912,0.00244547
0.198267,-0.965926,-0.166366,-0.128655,0.478335,-0.110071,-0.00211799,-0.000176173,0.00259384
0.541675,-0.642788,-0.541675,-0.396177,0.495665,-0.39578,0.00947783,3.55761e-05,-0.00949913
0.500001,-0.707106,-0.5,-0.366489,0.502901,-0.365016,0.0070983,0.000137861,-0.00719807
0.454519,-0.766045,-0.454519,-0.331541,0.512445,-0.331368,0.00409582,-3.77203e-05,-0.00415898
0.353553,-0.866025,-0.353554,-0.251514,0.507026,-0.251337,-0.000332306,8.85933e-05,0.00025694
0.298836,-0.906308,-0.298836,-0.207417,0.495775,-0.207082,-0.00106001,9.49681e-05,0.000995937
0.183012,-0.965926,-0.183013,-0.120632,0.469234,-0.121257,-0.0020299,8.81782e-05,0.00179268
