0.984808,-0.173648,-0,-0.116797,0.123428,-6.70427e-05,-1.13988e-05,2.50946e-05,0.0173646
0.939693,-0.34202,-0,-0.253244,0.0375981,-0.000582034,-0.000105271,-3.07128e-05,0.0425561
0.866025,-0.5,-0,-0.259618,0.11036,-0.000535134,-8.68713e-05,-3.44515e-05,0.0452721
0.766044,-0.642788,-0,-0.228601,0.168291,0.000334677,6.47265e-05,2.20498e-05,0.0404524
0.642788,-0.766044,-0,-0.223341,0.211434,0.000170719,4.38775e-05,7.73038e-06,0.0406775
0.5,-0.866025,-0,-0.196029,0.247315,9.92252e-05,2.79947e-05,1.05454e-05,0.0365891
0.34202,-0.939693,-0,-0.121281,0.221888,-0.000254078,-6.21999e-05,-1.03034e-05,0.0223729
0.173648,-0.984808,-0,-0.0713847,0.210562,-0.000387585,-2.64478e-05,-6.64365e-07,0.0133713
6.12323e-17,-1,-0,-4.38801e-06,0.201698,6.87635e-05,9.32377e-06,1.08767e-06,5.61579e-06
6.12323e-17,1,-0,-0.00054442,-0.650899,-0.000918295,-0.00010023,-1.33151e-05,8.15737e-05
0.173648,0.984808,-0,0.093566,-0.580823,0.000251981,2.24315e-05,-2.10707e-05,-0.0158871
0.34202,0.939693,-0,0.098412,-0.597042,0.000316134,1.81034e-05,-8.94521e-06,-0.0205098
0.5,0.866025,-0,0.00882774,-0.535903,0.000260975,3.34587e-07,-2.70311e-05,-0.0183252
0.642788,0.766044,-0,-0.0327745,-0.56541,-0.000357784,-5.36456e-05,-1.24113e-05,-0.0139025
0.766044,0.642788,-0,-0.0920467,-0.560865,-0.000451474,-0.000107703,-0.000125813,-0.00408311
0.866025,0.5,-0,-0.153106,-0.50083,7.9692e-05,2.89073e-06,1.22148e-06,0.00726599
0.939693,0.34202,-0,-0.197897,-0.411632,-8.35595e-05,-8.53104e-05,-6.58279e-07,0.0185936
0.984808,0.173648,-0,-0.13785,-0.191152,0.000355792,6.84616e-05,3.56558e-06,0.0172215
1,0,-0,-0.100737,-0.00671457,0.000115294,2.44629e-05,1.09102e-05,0.0154169
